    0 |  -268875.388327 |        0.000000 |       3.33
    1 |  -197930.537546 |        0.000000 |       3.08
    2 |  -165350.201463 |        0.000000 |       3.32
    0 |  -270936.697427 |        0.000000 |       3.61
    1 |  -201698.494587 |        0.000000 |       3.75
    2 |  -170106.692435 |        0.000000 |       3.74
    3 |  -147550.715906 |        0.000000 |       3.89
    4 |  -128804.633603 |        0.000000 |       3.63
    5 |  -112873.889537 |        0.000000 |       3.67
    6 |   -99881.708568 |        0.000000 |       4.90
    7 |   -89455.088637 |        0.000000 |       3.86
    8 |   -80898.527099 |        0.000000 |       3.84
    9 |   -73642.205837 |        0.000000 |       4.26
   10 |   -67419.423500 |        0.000000 |       4.43
   11 |   -62090.685009 |        0.000000 |       3.89
   12 |   -57514.695125 |        0.000000 |       3.68
   13 |   -53528.176387 |        0.000000 |       3.72
   14 |   -49979.368781 |        0.000000 |       3.64
   15 |   -46750.900789 |        0.000000 |       3.62
   16 |   -43754.804816 |        0.000000 |       3.71
   17 |   -40928.207094 |        0.000000 |       3.76
   18 |   -38225.583518 |        0.000000 |       3.68
   19 |   -35609.584199 |        0.000000 |       4.05
   20 |   -33047.853414 |        0.000000 |       3.67
   21 |   -30514.364922 |        0.000000 |       3.80
   22 |   -27988.947848 |        0.000000 |       3.65
   23 |   -25455.586147 |        0.000000 |       3.71
   24 |   -22903.386729 |        0.000000 |       3.79
   25 |   -20324.857399 |        0.000000 |       3.66
   26 |   -17708.953656 |        0.000000 |       3.80
   27 |   -15026.928640 |        0.000000 |       3.73
   28 |   -12201.997676 |        0.000000 |       3.70
   29 |    -9144.890069 |        0.000000 |       3.87
   30 |    -5872.949791 |        0.000000 |       3.81
   31 |    -2487.442627 |        0.000000 |       3.86
   32 |      905.762298 |        0.000000 |       3.74
   33 |     4244.410250 |        0.000000 |       3.82
   34 |     7508.376249 |        0.000000 |       3.86
   35 |    10699.946025 |        0.000000 |       3.64
   36 |    13829.126933 |        0.000000 |       3.72
   37 |    16900.505588 |        0.000000 |       3.68
   38 |    19908.200020 |        0.000000 |       3.66
   39 |    22843.629597 |        0.000000 |       3.70
   40 |    25702.147139 |        0.000000 |       3.73
   41 |    28483.786878 |        0.000000 |       3.64
   42 |    31192.049392 |        0.000000 |       3.56
   43 |    33832.829821 |        0.000000 |       3.57
